                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     89,                0.99867,                0.60207,                 0.9647,                0.87494,                0.78562,                0.84276,                0.61503,                0.99981,                0.55767,                0.95045,               0.001288,               0.001288,               0.001288
                     90,                 0.9967,                0.59544,                0.96274,                0.87571,                0.78632,                0.84304,                0.61522,                0.99974,                0.55733,                 0.9504,               0.001189,               0.001189,               0.001189
                     91,                0.96976,                0.55281,                0.94893,                0.87473,                0.78647,                0.84311,                0.61541,                0.99947,                0.55697,                0.95032,                0.00109,                0.00109,                0.00109
                     92,                0.96096,                0.54045,                0.94477,                0.87483,                0.78683,                0.84354,                0.61582,                0.99934,                0.55656,                0.95026,               0.000991,               0.000991,               0.000991
                     93,                0.95608,                0.53717,                0.94389,                0.87766,                0.78578,                0.84366,                0.61596,                0.99912,                0.55617,                0.95023,               0.000892,               0.000892,               0.000892
                     94,                0.95357,                 0.5311,                0.94206,                0.87697,                0.78591,                0.84365,                0.61623,                0.99894,                0.55576,                0.95018,               0.000793,               0.000793,               0.000793
                     95,                0.95468,                0.53068,                0.94046,                0.87728,                0.78592,                0.84361,                0.61649,                0.99899,                0.55555,                0.95015,               0.000694,               0.000694,               0.000694
                     96,                0.95076,                0.52501,                0.93788,                0.87753,                0.78744,                0.84371,                0.61659,                0.99896,                0.55521,                0.95016,               0.000595,               0.000595,               0.000595
                     97,                0.94568,                0.52174,                0.93664,                0.87763,                0.78784,                0.84411,                0.61684,                0.99899,                0.55491,                0.95018,               0.000496,               0.000496,               0.000496
                     98,                0.94725,                0.51957,                0.93889,                0.87774,                0.78771,                0.84426,                0.61707,                0.99915,                0.55469,                0.95021,               0.000397,               0.000397,               0.000397
                     99,                0.94012,                0.51668,                0.93569,                0.87886,                0.78754,                0.84452,                0.61729,                0.99891,                0.55428,                0.95016,               0.000298,               0.000298,               0.000298
                    100,                0.93405,                0.51308,                 0.9357,                0.88079,                0.78668,                0.84436,                0.61737,                0.99869,                0.55418,                0.95009,               0.000199,               0.000199,               0.000199
