                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     65,                  2.904,                 5.0071,                 2.6288,                0.00081,                0.07358,                0.00252,                0.00071,                 3.2654,                 4.6868,                 3.0033,             0.00015692,             0.00015692,             0.00015692
                     66,                 2.9402,                 5.0236,                 2.6178,                0.00097,                0.07182,                0.00128,                0.00037,                 3.2143,                 4.5664,                 2.9747,             0.00015279,             0.00015279,             0.00015279
                     67,                 2.9179,                  5.045,                 2.6242,                0.10161,                0.05129,                0.00174,                0.00046,                 3.2351,                 4.6054,                 2.9976,             0.00014866,             0.00014866,             0.00014866
                     68,                 2.8674,                 5.0607,                  2.615,                0.25131,                0.00202,                0.00264,                0.00061,                 3.2539,                 4.6101,                 3.0097,             0.00014453,             0.00014453,             0.00014453
                     69,                 2.8727,                 5.0108,                 2.6204,                0.25155,                0.00697,                0.00191,                0.00048,                 3.2609,                 4.6965,                 2.9961,              0.0001404,              0.0001404,              0.0001404
                     70,                  2.871,                  5.019,                 2.6138,                  0.001,                0.08371,                0.00228,                0.00061,                 3.2318,                 4.5496,                 2.9772,             0.00013628,             0.00013628,             0.00013628
                     71,                 2.8846,                 5.0403,                    2.6,                0.00088,                0.07594,                0.00183,                0.00047,                 3.2226,                 4.5633,                 2.9647,             0.00013215,             0.00013215,             0.00013215
                     72,                 2.8637,                 5.0236,                  2.627,                0.00081,                0.07514,                0.00174,                0.00044,                 3.2224,                 4.6017,                 2.9789,             0.00012802,             0.00012802,             0.00012802
                     73,                 2.8963,                  5.006,                 2.6187,                0.00084,                0.07372,                0.00174,                0.00042,                 3.2228,                 4.5748,                  2.964,             0.00012389,             0.00012389,             0.00012389
                     74,                 2.8716,                 4.9879,                 2.6142,                0.25103,                0.01871,                0.00247,                0.00066,                 3.2095,                 4.5608,                 2.9564,             0.00011976,             0.00011976,             0.00011976
