                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                 1.7109,                 2.4558,                 1.7167,                 0.5295,                0.38656,                0.39539,                0.23512,                    1.6,                 1.8349,                 1.6333,             0.00028489,             0.00028489,             0.00028489
                     35,                 1.6794,                 2.4518,                 1.7182,                0.46366,                0.44264,                0.40641,                0.24202,                 1.5933,                 1.8282,                 1.6265,             0.00028077,             0.00028077,             0.00028077
                     36,                 1.6842,                 2.3567,                 1.6788,                 0.5237,                0.38735,                0.38946,                0.23764,                 1.5799,                 1.7586,                 1.6087,             0.00027664,             0.00027664,             0.00027664
                     37,                 1.6572,                 2.3914,                 1.6875,                0.44322,                0.40457,                0.39692,                0.24514,                 1.5654,                 1.8214,                 1.5931,             0.00027251,             0.00027251,             0.00027251
                     38,                 1.6517,                  2.372,                 1.6689,                0.47954,                0.41997,                0.41197,                0.24711,                 1.5487,                 1.7648,                 1.5918,             0.00026838,             0.00026838,             0.00026838
                     39,                 1.6511,                  2.354,                 1.6698,                0.49113,                0.42223,                0.40754,                0.25575,                 1.5419,                 1.7125,                 1.5834,             0.00026425,             0.00026425,             0.00026425
                     40,                 1.6594,                 2.3649,                 1.6615,                0.48549,                0.39885,                0.40579,                0.25158,                 1.5692,                 1.7371,                 1.5909,             0.00026012,             0.00026012,             0.00026012
                     41,                 1.6186,                 2.2826,                 1.6563,                 0.5057,                0.43053,                0.42731,                0.26292,                 1.5505,                 1.6459,                 1.5867,               0.000256,               0.000256,               0.000256
                     42,                 1.6145,                 2.2605,                 1.6548,                 0.5453,                0.43491,                0.41513,                0.25886,                 1.5578,                 1.7191,                 1.5876,             0.00025187,             0.00025187,             0.00025187
                     43,                 1.6303,                 2.2718,                 1.6408,                0.48728,                0.44974,                0.44361,                0.27229,                 1.5321,                 1.6948,                 1.5735,             0.00024774,             0.00024774,             0.00024774
                     44,                 1.6313,                 2.2727,                 1.6417,                 0.5142,                0.46048,                0.43816,                0.27128,                 1.5229,                 1.7252,                  1.565,             0.00024361,             0.00024361,             0.00024361
                     45,                 1.5931,                 2.2059,                 1.6274,                0.50401,                0.46709,                0.44763,                0.28129,                 1.5155,                 1.6952,                 1.5543,             0.00023948,             0.00023948,             0.00023948
                     46,                 1.6028,                 2.2143,                 1.6303,                0.53573,                0.46124,                0.46289,                0.28794,                 1.4989,                  1.621,                 1.5496,             0.00023535,             0.00023535,             0.00023535
                     47,                 1.6081,                 2.1559,                 1.6218,                0.54306,                0.45784,                0.46582,                0.29541,                 1.5094,                 1.6358,                 1.5434,             0.00023123,             0.00023123,             0.00023123
                     48,                 1.5707,                 2.1816,                 1.6106,                 0.5222,                0.46364,                0.46606,                0.29258,                 1.4925,                 1.6361,                  1.523,              0.0002271,              0.0002271,              0.0002271
                     49,                 1.5535,                 2.1336,                 1.5931,                0.54326,                0.48989,                0.47055,                0.29589,                 1.4797,                 1.6311,                 1.5257,             0.00022297,             0.00022297,             0.00022297
                     50,                 1.5577,                 2.0988,                 1.5765,                0.49294,                0.45127,                0.44452,                0.28391,                 1.4938,                 1.6601,                 1.5271,             0.00021884,             0.00021884,             0.00021884
                     51,                 1.5441,                 2.1717,                 1.6069,                0.55764,                0.46541,                0.47751,                0.30357,                 1.4605,                 1.5844,                 1.5083,             0.00021471,             0.00021471,             0.00021471
                     52,                 1.5448,                 2.1242,                 1.5879,                  0.547,                0.46606,                0.44897,                0.28471,                 1.4807,                 1.6813,                 1.5261,             0.00021059,             0.00021059,             0.00021059
                     53,                 1.5677,                 2.2003,                   1.61,                0.54313,                0.45898,                0.46399,                0.29411,                 1.4794,                 1.6047,                 1.5124,             0.00020646,             0.00020646,             0.00020646
                     54,                 1.5528,                 2.0799,                 1.5528,                0.56688,                0.45121,                 0.4681,                0.29977,                  1.501,                 1.6004,                 1.5147,             0.00020233,             0.00020233,             0.00020233
                     55,                 1.5444,                 2.0821,                 1.5563,                0.54493,                0.46469,                0.47639,                0.30205,                 1.4469,                 1.5772,                 1.4959,              0.0001982,              0.0001982,              0.0001982
                     56,                 1.5555,                   2.15,                 1.5983,                0.54651,                0.47903,                0.48077,                0.30706,                 1.4511,                 1.6496,                 1.4999,             0.00019407,             0.00019407,             0.00019407
                     57,                 1.5167,                 2.0463,                 1.5597,                0.60058,                0.47265,                0.49634,                0.31752,                 1.4503,                 1.6204,                 1.4961,             0.00018994,             0.00018994,             0.00018994
                     58,                 1.4997,                 1.9862,                 1.5358,                0.55682,                0.47989,                0.49177,                0.30587,                 1.4759,                 1.5753,                 1.4976,             0.00018582,             0.00018582,             0.00018582
                     59,                 1.5236,                 2.1982,                 1.5649,                0.52721,                0.51304,                0.49564,                0.31468,                 1.4394,                 1.5925,                 1.4805,             0.00018169,             0.00018169,             0.00018169
                     60,                 1.4937,                  2.017,                 1.5294,                0.59877,                0.49076,                0.49757,                0.32056,                   1.44,                 1.5637,                 1.4763,             0.00017756,             0.00017756,             0.00017756
                     61,                 1.5075,                 2.0094,                 1.5207,                0.59491,                 0.4746,                0.50154,                0.32187,                 1.4396,                 1.5177,                 1.4681,             0.00017343,             0.00017343,             0.00017343
                     62,                 1.4884,                 1.9835,                 1.5253,                0.58038,                0.50237,                0.51225,                0.33006,                 1.4309,                 1.5087,                 1.4657,              0.0001693,              0.0001693,              0.0001693
                     63,                 1.4927,                 1.9424,                 1.5037,                0.55941,                0.50381,                0.51112,                0.32543,                 1.4315,                 1.5132,                 1.4644,             0.00016517,             0.00016517,             0.00016517
                     64,                  1.511,                 1.9288,                 1.5069,                0.56391,                0.50138,                0.50875,                0.32809,                  1.434,                 1.5249,                 1.4627,             0.00016105,             0.00016105,             0.00016105
                     65,                 1.4646,                 1.9545,                 1.5092,                0.57215,                0.51955,                  0.515,                0.32977,                 1.4489,                 1.5079,                 1.4724,             0.00015692,             0.00015692,             0.00015692
                     66,                 1.5088,                 2.0018,                 1.5057,                0.55278,                0.51681,                0.51355,                0.33837,                 1.4131,                 1.5307,                 1.4443,             0.00015279,             0.00015279,             0.00015279
                     67,                 1.4933,                 1.9861,                 1.5138,                0.55354,                 0.5163,                0.51894,                0.33617,                 1.4057,                 1.4788,                 1.4495,             0.00014866,             0.00014866,             0.00014866
                     68,                 1.4487,                 1.9743,                 1.5035,                0.55941,                0.51531,                0.51931,                0.33167,                 1.4198,                  1.481,                 1.4462,             0.00014453,             0.00014453,             0.00014453
                     69,                 1.4916,                 1.9866,                 1.5226,                0.58922,                0.51443,                0.54144,                 0.3491,                 1.4007,                 1.4425,                 1.4357,              0.0001404,              0.0001404,              0.0001404
                     70,                 1.4432,                 1.8938,                 1.4902,                0.53521,                0.52826,                0.52682,                0.33563,                 1.4005,                 1.4703,                 1.4353,             0.00013628,             0.00013628,             0.00013628
                     71,                 1.4485,                  1.922,                 1.4835,                0.59184,                0.51851,                0.52702,                0.33764,                 1.4029,                 1.5182,                 1.4382,             0.00013215,             0.00013215,             0.00013215
                     72,                 1.4325,                 1.9342,                  1.489,                0.60096,                0.50248,                 0.5341,                0.34234,                 1.3961,                 1.4529,                 1.4312,             0.00012802,             0.00012802,             0.00012802
                     73,                 1.4437,                 1.9224,                 1.4862,                0.57076,                0.52552,                0.52808,                0.34431,                  1.409,                  1.501,                 1.4412,             0.00012389,             0.00012389,             0.00012389
                     74,                 1.4167,                 1.8427,                 1.4691,                0.56607,                0.51595,                0.53708,                0.34607,                 1.3924,                 1.4937,                 1.4223,             0.00011976,             0.00011976,             0.00011976
                     75,                 1.4216,                 1.8788,                 1.4749,                0.58348,                 0.5187,                0.53815,                0.34782,                 1.3984,                 1.3927,                 1.4246,             0.00011563,             0.00011563,             0.00011563
                     76,                 1.4264,                 1.8345,                  1.465,                0.60524,                0.52698,                0.54446,                0.34722,                 1.3884,                 1.3985,                 1.4281,             0.00011151,             0.00011151,             0.00011151
