                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     47,                 1.5998,                 2.1131,                 1.6854,                0.59828,                0.44602,                0.48327,                0.28306,                 1.5572,                 1.6404,                 1.6551,             0.00023123,             0.00023123,             0.00023123
                     48,                 1.5567,                 2.1144,                 1.6627,                0.56548,                0.46671,                0.47617,                0.28474,                 1.5299,                 1.5536,                 1.6302,              0.0002271,              0.0002271,              0.0002271
                     49,                 1.5558,                 2.0855,                 1.6498,                0.70163,                0.42295,                0.46842,                0.28195,                 1.5224,                 1.5936,                 1.6292,             0.00022297,             0.00022297,             0.00022297
                     50,                 1.5543,                 2.0484,                 1.6444,                 0.5525,                 0.4822,                0.49122,                0.29486,                 1.5338,                 1.6041,                 1.6246,             0.00021884,             0.00021884,             0.00021884
                     51,                 1.5458,                 2.1213,                 1.6659,                0.54732,                0.46142,                0.47903,                0.28461,                  1.525,                  1.502,                 1.6188,             0.00021471,             0.00021471,             0.00021471
                     52,                 1.5397,                 2.0873,                 1.6415,                0.55935,                0.43785,                0.47289,                0.28763,                 1.5209,                 1.6429,                 1.6108,             0.00021059,             0.00021059,             0.00021059
                     53,                 1.5508,                 2.1311,                 1.6632,                0.59591,                0.45908,                0.50292,                0.29981,                 1.5322,                 1.5566,                 1.6243,             0.00020646,             0.00020646,             0.00020646
                     54,                 1.5618,                 2.0472,                 1.6181,                  0.628,                0.46673,                0.51336,                0.31181,                  1.515,                 1.5415,                 1.6087,             0.00020233,             0.00020233,             0.00020233
                     55,                 1.5478,                  2.041,                 1.6183,                0.58511,                 0.4831,                0.50841,                0.30871,                 1.4912,                 1.5219,                 1.5985,              0.0001982,              0.0001982,              0.0001982
                     56,                 1.5577,                 2.0876,                 1.6665,                0.57918,                  0.481,                 0.5047,                0.30734,                 1.5024,                 1.5684,                 1.6107,             0.00019407,             0.00019407,             0.00019407
