                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     66,                 1.4598,                 1.8876,                  1.528,                0.63524,                0.53264,                0.56438,                0.35557,                 1.4235,                  1.515,                 1.5154,             0.00015279,             0.00015279,             0.00015279
                     67,                 1.4356,                 1.8505,                 1.5302,                0.61168,                0.53263,                0.55633,                0.35394,                 1.4074,                 1.4101,                 1.5063,             0.00014866,             0.00014866,             0.00014866
                     68,                  1.409,                 1.8453,                 1.5328,                0.61408,                0.53736,                0.55871,                0.35453,                 1.4287,                 1.4509,                 1.5115,             0.00014453,             0.00014453,             0.00014453
                     69,                  1.448,                 1.8334,                 1.5481,                0.67353,                0.52914,                0.58025,                0.35599,                  1.401,                 1.3865,                  1.503,              0.0001404,              0.0001404,              0.0001404
                     70,                 1.4035,                 1.7755,                 1.5228,                0.64986,                0.53625,                0.57576,                0.36766,                 1.3926,                 1.3787,                 1.4916,             0.00013628,             0.00013628,             0.00013628
                     71,                 1.4014,                 1.7984,                 1.5156,                0.63684,                0.53656,                0.56793,                0.35958,                 1.4037,                 1.4616,                 1.4952,             0.00013215,             0.00013215,             0.00013215
                     72,                 1.3915,                 1.8007,                  1.524,                0.66044,                0.52025,                0.56565,                0.35187,                 1.3961,                 1.4021,                 1.4975,             0.00012802,             0.00012802,             0.00012802
                     73,                 1.3939,                 1.7886,                 1.5124,                0.61641,                0.51869,                0.57148,                0.36432,                 1.4244,                 1.4682,                 1.5098,             0.00012389,             0.00012389,             0.00012389
                     74,                 1.3775,                 1.7176,                 1.5031,                0.65244,                0.53448,                0.57742,                 0.3624,                 1.4133,                 1.4552,                 1.4999,             0.00011976,             0.00011976,             0.00011976
                     75,                  1.365,                 1.7264,                 1.5002,                0.65311,                0.53466,                0.57896,                0.36764,                 1.4143,                 1.3672,                  1.499,             0.00011563,             0.00011563,             0.00011563
                     76,                 1.3839,                 1.7026,                 1.4914,                0.73615,                0.53437,                0.58351,                0.37014,                 1.4072,                  1.378,                 1.5002,             0.00011151,             0.00011151,             0.00011151
                     77,                  1.374,                 1.7296,                 1.4858,                 0.6259,                 0.5313,                0.56507,                0.36253,                 1.3977,                 1.4352,                  1.495,             0.00010738,             0.00010738,             0.00010738
